info: ::1 - - [14/Sep/2022:04:10:54 +0000] "POST /api/v1/users/login HTTP/1.1" 400 48 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:11:45 +0000] "POST /api/v1/users/login HTTP/1.1" 202 252 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:33:13 +0000] "POST /api/v1/users/login HTTP/1.1" 202 252 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:35:00 +0000] "POST /api/v1/users/forgetpassword HTTP/1.1" 200 60 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:35:18 +0000] "POST /api/v1/users/logi HTTP/1.1" 404 47 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:40:00 +0000] "POST /api/v1/users/forgetpassword HTTP/1.1" 200 60 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:41:50 +0000] "POST /api/v1/users/forgetpassword HTTP/1.1" 200 60 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:43:32 +0000] "PUT /api/v1/users/resetpassword/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJFbWFpbF9JZCI6ImtpcnRpMTJAZ21haWwuY29tIiwiaWQiOiI2MzIwMjQyMjhmZTI0ZTE5NTA0MzdlOTciLCJpYXQiOjE2NjMxMzA1MDR9.a7-BX7SRou1oOi8zsL3LoKCiGsw2cTyJL42d_TS16OM HTTP/1.1" 401 57 "-" "PostmanRuntime/7.29.2"

info: ::1 - - [14/Sep/2022:04:47:09 +0000] "POST /api/v1/users/forgetpassword HTTP/1.1" 200 60 "-" "PostmanRuntime/7.29.2"

